Código do Ativo;Empresa;Série;Emissão;IPO;Situação;ISIN;Registro CVM da Emissão;Data de Registro CVM da Emissão;Registro CVM do Programa;Data de Registro CVM do Programa;Data de Emissão; Data de Vencimento;Motivo de Saída ;Data de Saída / Novo Vencimento; Data do Início da Rentabilidade;Data do Início da Distribuição;Data da Próxima Repactuação;Ato Societário (1);Data do Ato (1);Ato Societário (2);Data do Ato (2);Forma;Garantia/Espécie;Classe;Quantidade Emitida;Artigo 14º;Artigo 24º;Quantidade em Mercado;Quantidade em Tesouraria;Quantidade Resgatada;Quantidade  Cancelada;Quantidade Convertida no SND;Quantidade Convertida fora do SND;Quantidade Permutada no SND;Quantidade Permutada fora do SND;Unidade Monetária;Valor Nominal na Emissão;Unidade Monetária;Valor Nominal Atual;Data Últ VNA;Índice;Tipo;Critério de Cálculo;Dia de Referência para Índice de Preços;Critério para Índice;Corrige a cada;Percentual Multiplicador/Rentabilidade;Limite da TJLP;Tipo de Tratamento do Limite da TJLP;Juros Critério Antigo do SND;Prêmios Critério Antigo do SND;Amortização - Taxa;Amortização - Cada;Amortização - Unidade;Amortização - Carência;Amortização - Critério;Tipo de Amortização;Juros Critério Novo - Taxa;Juros Critério Novo - Prazo;Juros Critério Novo - Cada;Juros Critério Novo - Unidade;Juros Critério Novo - Carência;Juros Critério Novo - Critério;Juros Critério Novo - Tipo;Prêmio Critério Novo - Taxa;Prêmio Critério Novo - Prazo;Prêmio Critério Novo - Cada;Prêmio Critério Novo - Unidade;Prêmio Critério Novo - Carência;Prêmio Critério Novo - Critério;Prêmio Critério Novo - Tipo;Participação - Taxa;Participação - Cada;Participação - Unidade;Participação - Carência;Participação - Descrição;Rating1;Agência Classificadora;Rating2;Agência Classificadora;Rating3;Agência Classificadora;Banco Mandatário;Agente Fiduciário;Instituição Depositária;Coordenador Líder;CNPJ;Deb Incent (Lei 12431);Escritura Padronizada;Resgate Antecipado
CBAN21;CONCESSIONARIA ROTA DAS BANDEIRAS S/A;'002;'001;ND;Registrado;BRCRBDDBS017;CVM/SRE/DEB-2010/027;28/07/2010;;;15/06/2010;15/07/2024; - - - - - - ;;15/06/2010;-;-;AGE;21/06/2010;;;Escritural;Subordinada;Simples;55000;0;0;55000;0;0;0;0,;0;0,;0;R$;10,000,000,000;R$;13,884,587,112;21/07/2016;IPCA;Correção Monetária;Padrão - SND;15;-;   ;0,00;0,000;-;;;-;12;MES;15/07/2012;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;95,700;252;12;MES;15/07/2011;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BANCO SANTANDER BRASIL SA;1.0648E+13;N; n ;
CBBP11;COMPANHIA BRASILEIRA DE BEBIDAS PREMIUM;'001;'001;ND;Registrado;BRCBBPDBS007;DISPENSA ICVM 476/09;09/02/2015;;;23/01/2015;23/01/2019; - - - - - - ;;23/01/2015;09/02/2015;-;AGE;22/01/2015;;;Escritural;Real;Simples;500;0,;0,;500;0;0;0,;0,;0;0,;0;R$;100,000,000,000;R$;84,620,577,000;21/07/2016;DI;  - ;Padrão - SND;;-;;140,00;0,000;-;;;-;3;MES;23/01/2016;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;0,0000;0,;3;MES;23/07/2015;-;Linear;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO ABC-BRASIL S/A;9.32587E+12;N; n ;
CBBP21;COMPANHIA BRASILEIRA DE BEBIDAS PREMIUM;'002;'001;ND;Registrado;BRCBBPDBS015;DISPENSA ICVM 476/09;09/02/2015;;;23/01/2015;23/05/2018; - - - - - - ;;23/01/2015;09/02/2015;-;AGE;22/01/2015;;;Escritural;Real;Simples;250;0,;0,;0;0;0;0,;0,;0;0,;0;R$;100,000,000,000;R$;81,819,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;130,00;0,000;-;;;-;3;MES;23/01/2016;-;Percentual variável sobre o valor nominal atualizado em períodos uniformes;0,0000;0,;3;MES;23/07/2015;-;Linear;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO ABC-BRASIL S/A;9.32587E+12;N; n ;
CBRDA2;COMPANHIA BRASILEIRA DE DISTRIBUICAO;'ÚNI;'012;ND;Registrado;BRPCARDBS0A9;DISPENSA ICVM 476/09;16/09/2014;;;12/09/2014;12/09/2019; - - - - - - ;;17/09/2014;17/09/2014;-;RCA;02/09/2014;;;Escritural;Quirografária;Simples;900000;0,;0,;900000;0;0;0,;0,;0;0,;0;R$;1,000,000,000;R$;1,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;107,00;0,000;-;;;500,000;12;MES;12/09/2018;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;6;MES;12/03/2015;-;Linear;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A;4.75084E+13;N; n ;
CBVP11;COMPANHIA BRASILEIRA DE VIDROS PLANOS - CBVP;'ÚNI;'001;ND;Registrado;BRCBVPDBS005;DISPENSA ICVM 476/09;10/08/2012;;;10/08/2012;10/05/2020; - - - - - - ;;10/08/2012;-;-;AGE;20/07/2012;;;Escritural;Quirografária;Simples;400;0,;0,;200;0;0;0;0,;0;0,;0;R$;1,000,000,000,000;R$;900,000,000,000;21/07/2016;DI;Integrante de Juros;Não Padrão - SND;;-;   ;125,00;0,000;-;-;;-;-;MES;10/05/2015;;Percentual variável sobre o valor nominal de emissão em períodos uniformes;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO BRADESCO BBI S/A;1.08583E+13;N; n ;
CCBN12;CONCESSIONARIA BAHIA NORTE S/A;'ÚNI;'002;ND;Registrado;BRCBHNDBS017;DISPENSA ICVM 476/09;10/05/2013;;;21/12/2012;21/12/2019; - - - - - - ;;21/12/2012;13/05/2013;-;AGE;14/12/2012;;;Escritural;Real;Simples;3800;0,;0,;3800;0;0;0;0,;0;0,;0;R$;10,000,000,000;R$;9,013,150,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;6;MES;21/06/2015;-;Percentual variável sobre o valor nominal de emissão em períodos uniformes;25,000;252;6;MES;21/06/2013;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO DO NORDESTE DO BRASIL S/A;1.21607E+13;N; n ;
CCCI12;INTERCEMENT BRASIL SA;'001;'002;ND;Registrado;BRCCCIDBS024;DISPENSA ICVM 476/09;20/04/2012;;;19/04/2012;19/04/2022; - - - - - - ;;23/04/2012;-;-;AGE;18/10/2011;AGE;18/02/2012;Escritural;Quirografária;Simples;100000;0,;0,;100000;0;0;0;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;115,00;0,000;-;;;-;12;MES;19/04/2017;-;Percentual variável sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;12;MES;19/04/2013;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A;6.22589E+13;N; n ;
CCCI22;INTERCEMENT BRASIL SA;'002;'002;ND;Registrado;BRCCCIDBS032;DISPENSA ICVM 476/09;20/04/2012;;;19/04/2012;19/04/2022; - - - - - - ;;23/04/2012;-;-;AGE;18/10/2011;AGE;18/02/2012;Escritural;Quirografária;Simples;50000;0,;0,;50000;0;0;0;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;115,00;0,000;-;;;-;12;MES;19/04/2017;-;Percentual variável sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;6;MES;19/10/2012;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A;6.22589E+13;N; n ;
CCCP11;CAMARGO CORREA CONSTRUCOES E PARTICIPACOES SA;'ÚNI;'001;ND;Registrado;BRCCCPDBS003;DISPENSA ICVM 476/09;28/11/2013;;;29/11/2013;29/11/2018; - - - - - - ;;29/11/2013;29/11/2013;-;AGE;13/11/2013;;;Escritural;Quirografária;Simples;47000;0,;0,;47000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;9,750,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;109,60;0,000;-;;;-;12;MES;29/11/2015;-;Percentual variável sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;6;MES;29/05/2014;-;Linear;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;BANCO BRADESCO S/A;BB BCO DE INVESTIMENTO S/A;1.11966E+13;N; n ;
CCDM12;CAMARGO CORREA S/A;'ÚNI;'002;ND;Registrado;BRCCIMDBS015;DISPENSA ICVM 476/09;26/12/2012;;;14/12/2012;14/12/2019; - - - - - - ;;14/12/2012;-;-;AGE;05/12/2012;;;Escritural;Quirografária;Simples;400;0,;0,;400;0;0;0;0,;0;0,;0;R$;1,000,000,000,000;R$;1,000,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;12;MES;14/12/2017;-;Percentual variável sobre o valor nominal de emissão em períodos uniformes;0,9500;252;6;MES;14/06/2013;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;CAIXA ECONOMICA FEDERAL   ;1.09891E+12;N; n ;
CCGR12;CCAB AGRO SA;'001;'002;ND;Registrado;BRCCABDBS007;Dispensa ICVM 476/09;28/10/2015;;;21/09/2015;05/11/2016; - - - - - - ;;21/09/2015;15/10/2015;-;AGE;08/09/2015;;;Escritural;Real;Simples;25;0,;0,;25;0;0;0,;0,;0;0,;0;R$;420,000,000,000;R$;420,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;35,000;252;0,;-;05/06/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;OLIVEIRA TRUST DTVM  S/A;BR PARTNERS BANCO DE INVESTIMENTO SA;8.93826E+12;N; n ;
CCGR22;CCAB AGRO SA;'002;'002;ND;Registrado;BRCCABDBS015;Dispensa ICVM 476/09;28/10/2015;;;21/09/2015;06/12/2016; - - - - - - ;;21/09/2015;15/10/2015;-;AGE;08/09/2015;;;Escritural;Real;Simples;25;0,;0,;25;0;0;0,;0,;0;0,;0;R$;420,000,000,000;R$;420,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;35,000;252;0,;-;06/12/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;OLIVEIRA TRUST DTVM  S/A;BR PARTNERS BANCO DE INVESTIMENTO SA;8.93826E+12;N; n ;
CCGR32;CCAB AGRO SA;'003;'002;ND;Registrado;BRCCABDBS023;Dispensa ICVM 476/09;28/10/2015;;;21/09/2015;06/06/2017; - - - - - - ;;21/09/2015;15/10/2015;-;AGE;08/09/2015;;;Escritural;Real;Simples;25;0,;0,;25;0;0;0,;0,;0;0,;0;R$;420,000,000,000;R$;420,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;35,000;252;0,;-;06/06/2017;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;OLIVEIRA TRUST DTVM  S/A;BR PARTNERS BANCO DE INVESTIMENTO SA;8.93826E+12;N; n ;
CCGR42;CCAB AGRO SA;'004;'002;ND;Registrado;BRCCABDBS031;Dispensa ICVM 476/09;28/10/2015;;;21/09/2015;06/12/2017; - - - - - - ;;21/09/2015;15/10/2015;-;AGE;08/09/2015;;;Escritural;Real;Simples;25;0,;0,;23;0;0;0,;0,;0;0,;0;R$;420,000,000,000;R$;420,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;35,000;252;0,;-;06/12/2017;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;OLIVEIRA TRUST DTVM  S/A;BR PARTNERS BANCO DE INVESTIMENTO SA;8.93826E+12;N; n ;
CCHOA4;CAMARGO CORREA S/A;'ÚNI;'004;ND;Registrado;BRCCHODBS0L7;DISPENSA ICVM 476/09;28/10/2010;;;26/10/2010;26/10/2020; - - - - - - ;;29/10/2010;-;-;AGE;08/10/2010;;;Escritural;Quirografária;Simples;850;0,;0,;850;0;0;0;0,;0;0,;0;R$;1,000,000,000,000;R$;294,118,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;116,90;0,000;-;;;-;12;MES;26/10/2016;-;Percentual variável sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;6;MES;26/04/2011;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;INTL FCSTONE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A;1.09891E+12;N; n ;
CCHOA7;CAMARGO CORREA S/A;'ÚNI;'007;ND;Registrado;BRCCHODBS0O1;DISPENSA ICVM 476/09;20/11/2012;;;05/11/2012;05/11/2019; - - - - - - ;;05/11/2012;-;-;AGE;19/10/2012;;;Escritural;Quirografária;Simples;600;0,;0,;600;0;0;0;0,;0;0,;0;R$;1,000,000,000,000;R$;1,000,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;-;12;MES;05/11/2017;-;Percentual variável sobre o valor nominal de emissão em períodos uniformes;0,9000;252;6;MES;05/05/2013;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;CAIXA ECONOMICA FEDERAL   ;1.09891E+12;N; n ;
CCIF12;CAMARGO CORREA INVESTIMENTOS EM INFRA-ESTRUTURA S/A;'001;'002;ND;Registrado;BRCCIFDBS019;DISPENSA ICVM 476/09;12/08/2010;;;12/08/2010;12/08/2020; - - - - - - ;;12/08/2010;-;-;AGE;30/06/2010;;;Escritural;Quirografária;Simples;325;0,;0,;325;0;0;0;0,;0;0,;0;R$;1,000,000,000,000;R$;833,334,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;116,00;0,000;-;;;166,666;12;MES;12/08/2015;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;12;MES;12/08/2011;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;SLW CVC LTDA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A;2.37223E+12;N; n ;
CCIF22;CAMARGO CORREA INVESTIMENTOS EM INFRA-ESTRUTURA S/A;'002;'002;ND;Registrado;BRCCIFDBS027;DISPENSA ICVM 476/09;12/08/2010;;;12/08/2010;12/08/2020; - - - - - - ;;12/08/2010;-;-;AGE;30/06/2010;;;Escritural;Quirografária;Simples;325;0,;0,;325;0;0;0;0,;0;0,;0;R$;1,000,000,000,000;R$;500,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;113,00;0,000;-;;;100,000;12;MES;12/08/2011;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;12;MES;12/08/2011;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;SLW CVC LTDA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A;2.37223E+12;N; n ;
CCPE11;CYRELA COMMERCIAL PROPERTIES S/A EMPREENDIMENTOS E PARTICIPACOES;'ÚNI;'001;ND;Registrado;BRCCPRDBS001;DISPENSA ICVM 476/09;24/03/2010;;;15/03/2010;15/03/2018; - - - - - - ;;24/03/2010;-;-;RCA;10/03/2010;RCA;18/03/2010;Escritural;Quirografária;Simples;300;0,;0,;300;0;0;0;0,;0;0,;0;R$;1,000,000,000,000;R$;346,328,545,661;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;13,889;1;MES;15/04/2012;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,8100;252;1;MES;15/03/2012;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;SLW CVC LTDA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A;8.80162E+12;N; n ;
CCPE12;CYRELA COMMERCIAL PROPERTIES S/A EMPREENDIMENTOS E PARTICIPACOES;'ÚNI;'002;ND;Registrado;BRCCPRDBS019;DISPENSA ICVM 476/09;28/02/2012;;;15/02/2012;15/02/2017; - - - - - - ;;15/02/2012;-;-;RCA;11/01/2012;;;Escritural;Quirografária;Simples;20442;0,;0,;20442;0;0;0;0,;0;0,;0;R$;10,000,000,000;R$;5,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;500,000;12;MES;15/02/2016;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;12,200;252;6;MES;15/08/2012;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO BTG PACTUAL S/A;8.80162E+12;N; n ;
CCPE13;CYRELA COMMERCIAL PROPERTIES S/A EMPREENDIMENTOS E PARTICIPACOES;'ÚNI;'003;ND;Registrado;BRCCPRDBS035;DISPENSA ICVM 476/09;19/02/2013;;;15/01/2013;15/01/2018; - - - - - - ;;20/02/2013;20/02/2013;-;RCA;11/01/2013;;;Escritural;Quirografária;Simples;15000;0,;0,;15000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;;100,00;0,000;-;;;500,000;12;MES;15/01/2017;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;10,000;252;6;MES;15/07/2013;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BB BCO DE INVESTIMENTO S/A;8.80162E+12;N; n ;
CCPE15;CYRELA COMMERCIAL PROPERTIES S/A EMPREENDIMENTOS E PARTICIPACOES;'001;'005;ND;Registrado;BRCCPRDBS050;DISPENSA ICVM 476/09;07/10/2013;;;12/09/2013;15/08/2019; - - - - - - ;;08/10/2013;08/10/2013;-;RCA;11/09/2013;;;Escritural;Quirografária;Simples;8000;0,;0,;8000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;110,00;0,000;-;;;500,000;12;MES;15/08/2018;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;3;MES;15/11/2013;-;Linear;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO J SAFRA S/A;8.80162E+12;N; n ;
CCPE16;CYRELA COMMERCIAL PROPERTIES S/A EMPREENDIMENTOS E PARTICIPACOES;'ÚNI;'006;ND;Registrado;BRCCPRDBS076;DISPENSA ICVM 476/09;30/01/2014;;;15/01/2014;15/01/2022; - - - - - - ;;31/01/2014;31/01/2014;-;RCA;28/01/2014;;;Escritural;Quirografária;Simples;150;0,;0,;150;0;0;0,;0,;0;0,;0;R$;1,000,000,000,000;R$;1,000,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;6;MES;15/01/2017;-;Percentual variável sobre o valor nominal de emissão em períodos uniformes;0,8000;252;6;MES;15/07/2014;Útil;Exponencial;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO J SAFRA S/A;8.80162E+12;N; n ;
CCPE25;CYRELA COMMERCIAL PROPERTIES S/A EMPREENDIMENTOS E PARTICIPACOES;'002;'005;ND;Registrado;BRCCPRDBS068;DISPENSA ICVM 476/09;07/10/2013;;;12/09/2013;15/08/2019; - - - - - - ;;08/10/2013;08/10/2013;-;RCA;11/09/2013;;;Escritural;Quirografária;Simples;12000;0,;0,;12000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;110,00;0,000;-;;;500,000;12;MES;15/08/2018;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;6;MES;15/02/2014;-;Linear;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO J SAFRA S/A;8.80162E+12;N; n ;
CCRC14;CECRISA REVESTIMENTOS CERAMICOS S/A;'ÚNI;'004;ND;Registrado;BRCRCSDBS005;DISPENSA ICVM 476/09;24/09/2012;;;23/08/2012;23/08/2016; - - - - - - ;;23/08/2012;-;-;AGE;10/08/2012;RCA;10/08/2012;Escritural;Quirografária;Simples;9000;0,;0,;9000;0;0;0;0,;0;0,;0;R$;10,000,000,000;R$;810,820,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;27,027;-;-;-;-;Percentual fixo sobre o valor nominal de emissão em períodos não uniformes;23,500;252;1;MES;23/09/2012;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;ITAU UNIBANCO SA;7.96559E+13;N; n ;
CCRC15;CECRISA REVESTIMENTOS CERAMICOS S/A;'ÚNI;'005;ND;Registrado;BRCRCSDBS013;DISPENSA ICVM 476/09;18/12/2014;;;12/12/2014;12/12/2019; - - - - - - ;;19/12/2014;19/12/2014;-;AGE;10/12/2014;;;Escritural;Real;Simples;9000;0,;0,;9000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;8,775,520,000;21/07/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;20,408;1;MES;12/12/2015;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;28,500;252;1;MES;12/01/2015;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A;7.96559E+13;N; n ;
CCRD18;CCR S/A;'ÚNI;'008;ND;Registrado;BRCCRODBS0A8;DISPENSA ICVM 476/09;22/12/2015;;;15/12/2015;15/12/2018; - - - - - - ;;15/12/2015;23/12/2015;-;RCA;14/12/2015;;;Escritural;Quirografária;Simples;40000;0,;0,;40000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;124,10;0,000;-;;;-;-;-;-;-;-;0,0000;0,;6;MES;15/06/2016;-;Linear;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;OLIVEIRA TRUST DTVM SA;ITAU CV S/A;BANCO SANTANDER BRASIL SA;2.84606E+12;N; n ;
CCRD27;CCR S/A;'002;'007;ND;Registrado;BRCCRODBS095;DISPENSA ICVM 476/09;24/10/2013;;;15/10/2013;15/10/2016; - - - - - - ;;15/10/2013;25/10/2013;-;RCA;03/10/2013;;;Escritural;Quirografária;Simples;10000;0,;0,;10000;0;0;0,;0,;0;0,;0;R$;10,000,000,000;R$;10,000,000,000;21/07/2016;DI;  - ;Padrão - SND;;-;;107,05;0,000;-;;;-;-;-;-;-;-;0,0000;0,;6;MES;15/04/2014;-;Linear;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO BTG PACTUAL S/A;2.84606E+12;N; n ;
CCRR11;AUTO ADESIVOS PARANA SA;'ÚNI;'001;ND;Registrado;BRCCRRDBS007;DISPENSA ICVM 476/09;08/06/2012;;;21/05/2012;21/05/2018; - - - - - - ;;21/05/2012;-;-;AGE;11/05/2012;RCA;11/05/2012;Escritural;Real;Simples;45000;0,;0,;45000;0;0;0;0,;0;0,;0;R$;1,000,000,000;R$;450,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;110,000;6;MES;21/05/2014;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;26,000;252;6;MES;21/11/2012;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;ITAU CV S/A;BB BCO DE INVESTIMENTO S/A;3.51413E+12;N; n ;
CDAE12;COMPANHIA EST DE AGUAS E ESGOTOS- CEDAE;'ÚNI;'002;ND;Registrado;BRCEAEDBS0D1;DISPENSA ICVM 476/09;12/03/2012;;;15/02/2012;15/02/2017; - - - - - - ;;15/02/2012;-;-;RCA;03/02/2012;;;Escritural;Quirografária;Simples;100;0,;0,;100;0;0;0;0,;0;0,;0;R$;1,000,000,000,000;R$;116,649,000,000;21/07/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;16,667;1;MES;15/03/2012;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;22,000;252;1;MES;15/03/2012;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;ITAU CV S/A;BANCO SANTANDER BRASIL SA;3.33524E+13;N; n ;
